,Latitude,Longitude,City,Country,Time,Temp (Celsius),Max Temp (Celsius),Cloudiness %,Wind Speed (m/s),Humidity %
326,-25.24,130.99,Yulara,AU,1583862235,29.0,29.0,40,2.6,18
327,68.05,166.44,Bilibino,RU,1583862235,-27.58,-27.58,91,0.94,94
328,50.56,58.27,Batamshinskiy,KZ,1583862235,2.0,2.0,95,4.0,80
329,-12.9,45.08,Boueni,YT,1583862235,29.0,29.0,86,2.1,79
330,50.6,97.52,Kungurtug,RU,1583862235,-14.6,-14.6,100,2.01,96
331,14.35,121.02,City of San Pedro,PH,1583862235,25.9,26.11,75,2.1,88
332,18.73,-103.68,Coahuayana Viejo,MX,1583862235,29.0,29.0,40,2.6,51
333,10.57,72.64,Kavaratti,IN,1583862235,28.26,28.26,10,3.49,66
334,-9.01,-35.22,Maragogi,BR,1583862235,28.88,28.88,78,5.75,72
335,-10.45,161.92,Kirakira,SB,1583862235,26.1,26.1,99,2.32,86
336,45.09,133.51,Kirovskiy,RU,1583862235,-5.96,-5.96,100,5.37,94
337,36.3,139.8,Oyama,JP,1583862236,15.35,16.11,75,2.1,93
338,50.72,136.63,Solnechnyy,RU,1583862236,-10.58,-10.58,100,4.16,81
339,20.48,-97.02,Tecolutla,MX,1583862236,24.0,24.0,90,2.1,78
340,22.62,84.52,Simdega,IN,1583862236,23.76,23.76,78,2.62,42
341,-20.73,139.5,Mount Isa,AU,1583862236,27.0,27.0,2,3.6,44
342,-5.09,-81.11,Paita,PE,1583862236,17.0,17.0,4,6.7,100
343,-6.98,-34.83,Cabedelo,BR,1583862236,32.0,32.0,20,4.6,52
344,5.95,80.54,Matara,LK,1583862011,24.98,24.98,45,3.57,84
345,-22.96,14.51,Walvis Bay,NA,1583862236,17.78,17.78,1,2.24,88
346,11.28,49.18,Bosaso,SO,1583862236,25.55,25.55,0,9.08,74
347,68.75,161.3,Cherskiy,RU,1583862236,-27.04,-27.04,99,2.52,97
348,19.88,84.65,Belaguntha,IN,1583862237,24.01,24.01,42,0.19,79
349,48.01,91.64,Khovd,MN,1583862237,-8.97,-8.97,97,0.87,76
350,64.38,-173.3,Provideniya,RU,1583862237,-18.96,-18.96,100,1.05,98
351,71.97,102.5,Khatanga,RU,1583862044,-30.61,-30.61,1,3.77,85
352,16.97,-88.23,Stann Creek Town,BZ,1583862237,28.46,29.0,20,5.7,70
353,49.25,3.98,Tinqueux,FR,1583862237,12.72,14.0,90,6.2,82
354,43.36,76.86,Boralday,KZ,1583862237,-1.0,-1.0,20,1.0,74
355,41.14,-73.36,Westport,US,1583861943,15.72,18.0,90,4.1,58
356,-5.55,12.2,Cabinda,AO,1583862237,31.0,31.0,20,3.1,70
357,18.25,-94.7,Pajapan,MX,1583862237,26.0,26.0,40,4.1,69
358,9.9,4.42,Wawa,NG,1583862238,34.08,34.08,80,1.76,29
359,-9.44,147.18,Port Moresby,PG,1583862238,27.8,27.8,100,3.58,76
360,27.1,-82.45,Venice,US,1583862217,26.34,28.89,20,6.2,60
361,54.66,29.27,Konstantinovo,BY,1583862238,5.24,5.24,95,1.96,75
362,20.89,-156.47,Kahului,US,1583862080,17.66,21.11,40,3.1,72
363,-45.42,167.72,Te Anau,NZ,1583862035,6.64,6.64,74,1.97,86
364,-16.35,-53.76,Guiratinga,BR,1583862238,31.68,31.68,32,1.55,46
365,64.23,27.73,Kajaani,FI,1583862238,2.0,2.0,90,3.1,93
366,4.42,-7.35,Tabou,CI,1583862238,26.89,26.89,100,1.18,82
367,59.44,24.75,Tallinn,EE,1583862238,5.02,5.56,90,4.6,86
368,40.16,-8.33,Lata,PT,1583862238,16.12,17.22,0,4.6,72
369,-35.17,173.17,Ahipara,NZ,1583862238,13.89,13.89,81,6.78,100
370,57.77,29.56,Porkhov,RU,1583862238,5.0,5.0,90,4.0,86
371,70.37,31.11,Vardø,NO,1583862075,-6.9,-6.0,75,9.3,85
372,1.64,18.07,Impfondo,CG,1583862239,26.34,26.34,56,1.07,76
373,12.35,29.25,Abū Zabad,SD,1583862239,29.71,29.71,6,4.75,9
374,-3.67,33.43,Shinyanga,TZ,1583862239,21.03,21.03,96,1.53,84
375,18.39,42.45,Faya,SA,1583862239,18.48,19.0,9,3.1,52
376,37.5,61.97,Murgab,TM,1583862239,9.0,9.0,0,2.21,49
377,35.3,37.18,Abu Samrah,SY,1583862239,14.51,14.51,83,1.89,69
378,45.2,8.92,Garlasco,IT,1583862239,13.0,15.0,64,1.5,35
379,-28.57,-70.76,Vallenar,CL,1583862239,24.52,24.52,21,5.87,44
380,-34.58,150.86,Flinders,AU,1583862239,14.66,17.78,42,3.1,100
381,39.23,106.34,Shitanjing,CN,1583862122,3.89,3.89,0,1.34,17
382,50.1,-91.92,Sioux Lookout,CA,1583862239,-7.0,-7.0,5,4.1,48
383,-11.95,-75.28,San Jerónimo,PE,1583862240,13.86,13.86,34,2.82,51
384,66.77,123.37,Zhigansk,RU,1583862240,-34.35,-34.35,56,6.81,91
385,39.51,54.37,Balkanabat,TM,1583862240,9.31,9.31,0,7.01,20
386,-12.35,13.55,Lobito,AO,1583862240,28.0,28.0,40,3.1,74
387,46.49,135.88,Vostok,RU,1583862240,-7.1,-7.1,100,1.58,97
388,-20.52,57.52,Souillac,MU,1583862240,26.62,27.0,40,4.1,88
389,-35.12,139.27,Murray Bridge,AU,1583862240,18.69,19.44,13,2.14,67
390,39.18,-84.53,Hamilton,US,1583862240,11.95,13.33,90,3.1,71
391,68.35,-133.72,Inuvik,CA,1583862240,-26.56,-26.0,90,4.6,75
392,-26.18,-58.18,Formosa,AR,1583862240,39.0,39.0,40,1.5,29
393,11.55,11.41,Daura,NG,1583862240,31.53,31.53,22,3.23,7
394,68.12,13.5,Gravdal,NO,1583862240,-0.62,0.0,71,4.6,74
395,-3.37,33.95,Somanda,TZ,1583862241,20.5,20.5,85,1.62,82
396,-15.12,39.27,Nampula,MZ,1583862241,23.11,23.11,12,0.51,96
397,34.45,40.92,Abu Kamal,SY,1583862241,21.56,21.56,100,5.58,28
398,18.74,7.39,Arlit,NE,1583862241,29.71,29.71,91,4.18,5
399,8.25,34.58,Gambēla,ET,1583862241,31.95,31.95,60,2.28,28
400,30.44,61.84,Mīrābād,AF,1583862241,10.55,10.55,18,8.26,29
401,-9.6,-35.96,Pilar,BR,1583862241,32.0,32.0,40,4.1,55
402,-4.36,14.76,Kinkala,CG,1583862241,30.0,30.0,20,3.1,66
403,39.7,113.69,Yong’an,CN,1583862241,-3.81,-3.81,0,2.48,34
404,40.82,-82.27,Ashland,US,1583862241,8.59,12.22,90,5.1,75
405,71.92,114.08,Saskylakh,RU,1583862241,-33.02,-33.02,0,2.52,85
406,39.05,-27.98,Lagoa,PT,1583862242,17.15,17.15,100,4.1,80
407,31.61,55.41,Bāfq,IR,1583862242,10.14,10.14,0,1.18,18
408,-17.71,-39.25,Caravelas,BR,1583862242,27.08,27.08,59,8.93,84
409,8.41,48.48,Garoowe,SO,1583862054,23.74,23.74,0,8.63,42
410,14.42,74.4,Kumta,IN,1583862242,21.47,21.47,0,0.44,94
411,54.77,-101.86,Flin Flon,CA,1583862242,-16.0,-16.0,5,2.6,77
412,51.68,102.14,Kyren,RU,1583862242,-14.45,-14.45,95,1.53,98
413,-3.2,-52.21,Altamira,BR,1583862242,26.62,26.62,97,1.73,75
414,59.12,11.39,Halden,NO,1583862242,3.55,4.0,75,4.6,100
415,3.87,-67.92,Inírida,CO,1583862242,36.51,36.51,32,1.0,38
416,23.22,-106.42,Mazatlán,MX,1583862176,25.79,27.22,90,2.1,69
417,16.98,73.3,Ratnagiri,IN,1583862060,19.37,19.37,38,1.23,93
418,47.89,134.95,Khor,RU,1583862243,-9.86,-9.86,100,2.77,83
419,43.32,145.57,Nemuro,JP,1583862243,5.75,5.75,100,17.23,99
420,55.36,54.62,Semiletka,RU,1583862243,1.81,1.81,100,5.1,99
421,62.14,117.63,Suntar,RU,1583862243,-25.77,-25.77,100,2.66,96
422,43.29,126.01,Yantongshan,CN,1583862243,-4.44,-4.44,78,3.84,77
423,32.35,-85.2,Russell,US,1583862243,18.01,18.89,90,2.6,77
424,46.62,10.7,Laas,IT,1583862243,2.0,9.0,90,0.5,100
425,-12.16,-39.74,Ipirá,BR,1583862243,31.03,31.03,60,3.52,60
426,-8.75,-38.97,Belém de São Francisco,BR,1583862243,33.57,33.57,78,2.79,34
427,-10.7,-77.78,Pativilca,PE,1583862243,22.94,22.94,1,5.3,80
428,20.13,-88.92,Peto,MX,1583862243,31.7,31.7,25,2.07,32
429,30.44,48.17,Khorramshahr,IR,1583862139,23.0,23.0,0,2.1,35
430,43.91,67.25,Zhanakorgan,KZ,1583862244,4.06,4.06,0,2.67,33
431,23.12,83.2,Ambikāpur,IN,1583862244,19.63,19.63,51,1.94,52
432,9.19,117.81,Tagusao,PH,1583862244,24.16,24.16,73,0.89,88
433,52.81,-2.12,Stafford,GB,1583862247,11.11,12.22,40,5.1,66
434,61.67,96.37,Baykit,RU,1583862247,-25.72,-25.72,0,1.05,96
435,19.22,-98.81,Miraflores,MX,1583862247,20.83,27.0,40,2.6,45
436,7.71,81.69,Batticaloa,LK,1583862247,22.24,22.24,6,0.7,93
437,-8.47,118.72,Bima,ID,1583862247,22.53,22.53,26,1.49,96
438,7.92,98.33,Kathu,TH,1583862247,28.0,28.0,20,3.6,69
439,34.98,139.87,Tateyama,JP,1583862247,17.21,18.0,20,9.3,72
440,49.05,3.95,Épernay,FR,1583862247,12.67,14.0,90,6.2,82
441,-26.65,15.16,Lüderitz,NA,1583862051,21.0,21.0,0,8.2,68
442,37.46,-122.43,Half Moon Bay,US,1583862248,15.38,17.22,75,2.1,48
443,30.08,114.95,Daye,CN,1583862248,9.54,9.54,10,0.81,67
444,60.93,76.55,Nizhnevartovsk,RU,1583862248,0.0,0.0,90,5.0,93
445,-13.31,35.24,Lichinga,MZ,1583862248,21.95,21.95,100,1.06,92
446,20.2,1.01,Tessalit,ML,1583862248,26.95,26.95,98,5.51,4
447,7.77,-72.22,San Cristobal,VE,1583862122,30.0,30.0,40,2.6,55
448,-17.31,-53.22,Alto Araguaia,BR,1583862248,27.99,27.99,10,2.13,49
449,9.18,105.15,Ca Mau,VN,1583861995,22.97,22.97,3,1.0,92
450,-0.61,-47.36,Salinópolis,BR,1583862248,26.12,26.12,100,3.14,82
451,-19.8,-174.35,Pangai,TO,1583862248,25.0,25.0,75,1.85,100
452,69.22,-51.1,Ilulissat,GL,1583862046,-12.0,-12.0,20,9.3,60
453,7.69,126.55,Kinablangan,PH,1583862248,19.52,19.52,66,2.5,78
454,40.28,97.2,Yumen,CN,1583862249,-2.05,-2.05,5,5.32,27
455,46.07,40.86,Belaya Glina,RU,1583862249,10.56,10.56,0,3.48,75
456,37.27,-87.18,Morehead,US,1583862249,10.69,12.22,90,4.6,81
457,39.01,-77.43,Sterling,US,1583862108,18.2,20.0,90,5.7,67
458,15.85,-97.07,Puerto Escondido,MX,1583862249,31.0,31.0,5,3.6,89
459,41.12,80.26,Aksu,CN,1583862249,4.64,4.64,1,2.42,37
460,-31.41,-64.18,Córdoba,AR,1583862141,30.28,32.78,65,1.5,61
461,35.03,71.36,Āsmār,AF,1583862249,4.03,4.03,100,4.06,57
462,41.96,42.96,Khani,GE,1583862249,21.0,21.0,90,7.2,19
463,-39.2,173.88,Okato,NZ,1583862249,12.13,13.33,44,1.79,85
464,38.02,-4.38,Montoro,ES,1583862249,23.14,26.0,34,2.1,34
465,6.75,-11.37,Robertsport,LR,1583862249,27.31,27.31,100,5.06,83
466,40.6,70.96,Mangit,UZ,1583862250,7.0,7.0,100,2.25,65
467,26.72,77.02,Hindaun,IN,1583862250,19.89,19.89,23,5.42,54
468,51.38,1.39,Margate,GB,1583862250,12.72,15.0,75,8.7,72
469,29.37,-94.97,Galveston,US,1583862229,24.57,26.67,90,3.6,78
470,49.76,6.64,Trier,DE,1583861983,10.7,12.22,90,6.7,100
471,64.25,-15.21,Hofn,IS,1583862250,3.45,3.45,100,16.58,92
472,-1.2,-46.02,Carutapera,BR,1583862250,25.3,25.3,100,4.02,88
473,38.79,-121.24,Rocklin,US,1583862250,14.57,17.78,1,4.1,71
474,-23.86,35.38,Inhambane,MZ,1583862250,25.62,25.62,0,4.24,76
475,61.56,23.6,Ylöjärvi,FI,1583862250,2.42,3.0,90,2.6,100
476,-19.55,169.27,Isangel,VU,1583862250,26.05,26.05,45,5.36,85
477,6.5,2.6,Porto-Novo,BJ,1583862250,31.0,31.0,20,7.7,79
478,47.18,8.46,Cham,CH,1583862251,5.4,7.78,75,1.5,93
479,4.93,-52.33,Cayenne,GF,1583862195,31.0,31.0,85,5.1,55
480,38.29,-85.82,New Albany,US,1583862004,13.27,15.0,90,4.1,82
481,-22.28,166.46,Noumea,NC,1583862034,25.0,25.0,75,1.5,83
482,8.12,-63.55,Ciudad Bolivar,VE,1583862251,34.32,34.32,21,4.96,35
483,0.53,72.93,Thinadhoo,MV,1583862251,28.66,28.66,12,4.09,73
484,51.73,39.15,Podgornoye,RU,1583862251,11.0,11.0,67,3.0,32
485,36.17,-115.14,Las Vegas,US,1583862211,12.02,13.0,90,2.6,71
486,38.7,-9.42,Cascais,PT,1583862251,21.07,24.0,0,4.1,64
487,43.2,51.65,Quryq,KZ,1583862251,10.07,10.07,0,9.19,63
488,-7.26,-34.91,Conde,BR,1583862251,32.0,32.0,20,4.6,52
489,61.15,149.63,Ust'-Omchug,RU,1583862251,-24.56,-24.56,99,2.65,100
490,50.12,32.44,Hrebinka,UA,1583862252,11.1,11.1,69,4.51,86
491,15.02,74.02,Kānkon,IN,1583862252,26.0,26.0,40,5.1,74
492,49.68,-83.67,Hearst,CA,1583862252,-10.06,-10.06,44,3.49,87
493,-22.63,-54.82,Caarapó,BR,1583862255,32.48,32.48,0,3.37,32
494,26.71,-108.32,Choix,MX,1583862255,29.25,29.25,82,2.62,28
495,-21.15,149.2,Mackay,AU,1583862255,24.16,25.0,75,6.2,88
496,64.7,43.39,Pinega,RU,1583862255,1.36,1.36,100,4.13,99
497,5.41,100.34,George Town,MY,1583862012,30.0,30.0,20,3.1,79
498,-7.84,-79.15,Chicama,PE,1583862255,25.0,25.0,20,5.1,73
499,27.18,31.18,Assiut,EG,1583862006,18.65,18.65,94,5.29,24
500,51.67,8.6,Salzkotten,DE,1583862255,11.22,12.22,90,7.7,87
501,69.49,88.4,Talnakh,RU,1583862256,-16.0,-16.0,40,18.0,91
502,70.47,-68.59,Clyde River,CA,1583862256,-30.0,-30.0,75,1.0,55
503,39.95,-75.16,Philadelphia,US,1583862131,16.25,17.78,75,2.6,67
504,51.03,-4.22,Northam,GB,1583862256,11.21,13.89,90,6.7,82
505,45.31,-93.79,Monticello,US,1583862115,2.65,4.44,40,2.47,51
506,39.25,-76.52,Dundalk,US,1583862256,17.5,19.44,75,5.7,63
507,56.34,29.37,Pustoshka,RU,1583862256,3.68,3.68,68,2.39,80
508,17.02,54.09,Salalah,OM,1583862256,25.0,25.0,32,2.1,61
509,41.53,-109.47,Green River,US,1583862150,2.39,2.39,71,5.12,64
510,43.27,-7.54,Bereda,ES,1583862256,16.95,18.33,75,3.6,72
511,-3.37,135.48,Nabire,ID,1583862257,22.82,22.82,97,0.68,98
512,-32.55,115.7,Mandurah,AU,1583862257,24.04,25.0,0,3.6,38
513,17.16,-89.07,San Ignacio,BZ,1583862257,27.91,28.0,40,4.1,61
514,-28.77,114.6,Geraldton,AU,1583862035,22.0,22.0,28,3.6,88
515,55.34,-131.65,Ketchikan,US,1583862257,3.51,4.0,40,3.6,86
516,21.87,-101.58,Ojuelos de Jalisco,MX,1583862257,20.34,20.34,69,2.61,40
517,40.6,-124.16,Fortuna,US,1583862260,10.54,11.67,1,1.04,81
518,30.28,78.98,Rudraprayāg,IN,1583862260,5.4,5.4,54,1.83,66
519,35.17,-2.93,Nador,MA,1583862260,19.49,20.0,20,2.6,63
520,-10.07,-78.15,Huarmey,PE,1583862260,29.88,29.88,10,6.28,43
521,-21.2,-49.29,Urupês,BR,1583862260,32.0,32.0,40,3.1,35
522,35.39,-94.4,Fort Smith,US,1583862161,10.39,11.11,1,1.07,71
523,63.92,127.47,Sangar,RU,1583862260,-19.52,-19.52,100,1.02,97
524,-14.27,50.17,Sambava,MG,1583862261,23.33,23.33,98,1.32,97
525,52.4,13.07,Potsdam,DE,1583862261,7.45,8.33,90,6.2,93
526,40.8,-124.16,Eureka,US,1583862261,10.55,11.67,1,1.07,81
527,-19.53,-54.04,Camapuã,BR,1583862261,29.48,29.48,0,1.71,49
528,56.77,54.11,Chaykovskiy,RU,1583862261,1.67,1.67,100,1.79,94
529,-26.37,-48.72,Araquari,BR,1583862261,28.2,31.67,0,6.2,69
530,49.78,72.96,Aktas,KZ,1583862261,-5.0,-5.0,78,2.0,92
531,70.03,20.97,Skjervøy,NO,1583862261,-4.51,-4.0,75,2.6,67
532,34.95,-81.93,Spartanburg,US,1583862261,16.99,18.89,75,8.7,55
533,-20.02,148.23,Bowen,AU,1583862261,25.28,25.56,90,5.7,83
534,50.1,45.42,Kamyshin,RU,1583862261,8.52,8.52,100,4.42,44
535,64.57,143.2,Ust-Nera,RU,1583862261,-33.02,-33.02,97,0.8,100
536,0.6,-80.03,Muisne,EC,1583862262,27.0,27.0,90,2.1,88
537,11.14,123.64,Hilotongan,PH,1583862262,26.61,26.61,0,4.84,82
538,38.84,0.11,Denia,ES,1583862262,17.64,21.11,93,9.39,62
539,54.34,80.48,Kochki,RU,1583862262,-14.65,-14.65,27,2.45,96
540,32.3,-9.24,Safi,MA,1583862262,19.09,19.09,0,6.1,58
541,-35.72,150.18,Batemans Bay,AU,1583862262,11.98,15.0,26,0.89,93
542,52.42,136.49,Imeni Poliny Osipenko,RU,1583862262,-14.88,-14.88,100,2.24,89
543,52.37,5.21,Almere Stad,NL,1583862064,11.5,12.78,75,13.9,87
544,65.01,53.91,Izhma,RU,1583862262,-0.46,-0.46,100,4.75,97
545,-3.2,-59.81,Careiro da Várzea,BR,1583862262,31.0,31.0,75,3.1,66
546,67.8,130.41,Batagay-Alyta,RU,1583862262,-34.45,-34.45,85,1.34,85
547,-28.87,153.57,Ballina,AU,1583862262,19.63,22.0,90,4.6,64
548,41.12,-100.77,North Platte,US,1583862262,10.15,11.67,40,3.6,71
549,48.47,44.78,Svetlyy Yar,RU,1583862263,12.41,13.0,100,8.0,28
550,18.42,-64.62,Road Town,VG,1583862263,27.66,28.0,20,3.1,65
551,-13.7,-76.22,Pisco,PE,1583862074,23.33,25.0,31,4.6,30
552,-29.78,151.12,Inverell,AU,1583862263,15.29,16.11,100,0.45,81
553,29.06,-13.56,Teguise,ES,1583862099,20.0,20.0,0,8.2,82
554,-17.74,-46.17,João Pinheiro,BR,1583862263,27.93,27.93,24,2.09,69
555,-25.3,152.85,Hervey Bay,AU,1583862047,21.05,21.11,40,4.6,83
556,22.89,-109.91,Cabo San Lucas,MX,1583862223,26.08,28.89,90,1.5,37
557,47.6,-53.26,Bay Roberts,CA,1583862135,-6.65,-5.0,20,5.7,40
558,-28.45,-52.2,Marau,BR,1583862263,31.38,31.38,15,1.45,35
559,3.33,99.16,Tebingtinggi,ID,1583862263,27.0,27.0,75,2.1,94
560,40.78,-73.25,Brentwood,US,1583862057,15.16,18.0,90,6.2,66
561,26.33,43.98,Buraidah,SA,1583862264,23.0,23.0,0,1.5,28
562,45.02,-93.22,Saint Anthony,US,1583862264,3.15,4.44,1,3.1,51
563,-0.95,122.79,Luwuk,ID,1583862264,27.89,27.89,94,3.36,77
564,56.91,118.26,Chara,RU,1583862264,-16.52,-16.52,100,0.72,74
565,45.63,85.18,Baijiantan,CN,1583862264,-0.43,-0.43,92,1.26,46
566,-22.43,-151.33,Moerai,PF,1583862264,26.92,26.92,100,1.44,69
567,71.04,27.85,Mehamn,NO,1583862264,-5.0,-5.0,75,9.3,57
568,29.03,21.55,Jalu,LY,1583862038,17.95,17.95,0,5.03,29
569,50.68,47.45,Piterka,RU,1583862264,7.6,7.6,98,5.57,46
570,29.27,82.18,Jumla,NP,1583862264,1.21,1.21,17,2.38,55
